Jour,Biogaz,Biogaz de station d'épuration,Cultures énergétiques,Incinération
,Énergie (GWh),Énergie (GWh),Énergie (GWh),Énergie (GWh)
01.01.2022,0.84494,0.2627,0.14123,3.25839
02.01.2022,0.81548,0.26054,0.14051,3.27834
03.01.2022,0.80294,0.26756,0.13217,3.24402
04.01.2022,0.80492,0.2723,0.10049,3.27206
05.01.2022,0.8012,0.28291,0.13361,3.14773
06.01.2022,0.83797,0.28002,0.1406,3.13037
07.01.2022,0.84796,0.28757,0.13978,3.10821
08.01.2022,0.85588,0.28421,0.12982,3.14151
09.01.2022,0.82094,0.26875,0.13738,3.06657
10.01.2022,0.81551,0.27283,0.13444,2.95353
11.01.2022,0.82029,0.28566,0.13416,2.93013
12.01.2022,0.82999,0.28082,0.13976,2.94996
13.01.2022,0.82218,0.28386,0.13669,2.88421
14.01.2022,0.83958,0.29024,0.14174,3.08099
15.01.2022,0.83827,0.28486,0.14286,3.22287
16.01.2022,0.82157,0.27735,0.14163,3.19579
17.01.2022,0.79487,0.27947,0.14268,3.1156
18.01.2022,0.81587,0.28564,0.13209,3.06359
19.01.2022,0.81566,0.29569,0.14324,3.12774
20.01.2022,0.82564,0.29469,0.1425,3.09151
21.01.2022,0.84149,0.30237,0.14346,3.1396
22.01.2022,0.82851,0.29888,0.14253,3.26253
23.01.2022,0.82511,0.29428,0.14354,3.27542
24.01.2022,0.82605,0.29013,0.14356,3.13404
25.01.2022,0.82344,0.29688,0.14098,3.07899
26.01.2022,0.84317,0.30278,0.13659,3.14678
27.01.2022,0.86249,0.30211,0.13893,3.26503
28.01.2022,0.87271,0.30551,0.14042,3.30776
29.01.2022,0.85726,0.30343,0.14099,3.40689
30.01.2022,0.84415,0.3028,0.14084,3.45196
31.01.2022,0.81319,0.28735,0.1411,3.25805
01.02.2022,0.81865,0.28232,0.14228,3.54952
02.02.2022,0.82943,0.29571,0.14619,3.67373
03.02.2022,0.83975,0.30953,0.14503,3.70746
04.02.2022,0.85474,0.31019,0.14236,3.71232
05.02.2022,0.84952,0.30155,0.14443,3.75419
06.02.2022,0.82554,0.29113,0.14526,3.7333
07.02.2022,0.79354,0.27916,0.14074,3.61492
08.02.2022,0.83299,0.29098,0.13617,3.56214
09.02.2022,0.83751,0.29074,0.13917,3.54602
10.02.2022,0.84075,0.29767,0.13781,3.61449
11.02.2022,0.84737,0.2992,0.13916,3.71679
12.02.2022,0.86637,0.29911,0.14532,3.74239
13.02.2022,0.85603,0.28557,0.14256,3.75219
14.02.2022,0.82298,0.27717,0.14217,3.52685
15.02.2022,0.84377,0.28629,0.14557,3.50749
16.02.2022,0.83369,0.29566,0.1448,3.52641
17.02.2022,0.82974,0.29676,0.12983,3.51062
18.02.2022,0.85862,0.30252,0.07434,3.68237
19.02.2022,0.84641,0.30847,0.1221,3.67515
20.02.2022,0.82843,0.29936,0.14381,3.7086
21.02.2022,0.79286,0.28842,0.1316,3.5062
22.02.2022,0.80137,0.29175,0.14041,3.53212
23.02.2022,0.82036,0.29695,0.11952,3.55649
24.02.2022,0.81465,0.30438,0.13691,3.70631
25.02.2022,0.81846,0.29334,0.14126,3.68169
26.02.2022,0.82451,0.29394,0.14056,3.68731
27.02.2022,0.81977,0.2849,0.13947,3.64435
28.02.2022,0.79809,0.28413,0.13101,3.54216
01.03.2022,0.72429,0.26603,0.13883,3.29752
02.03.2022,0.7242,0.26985,0.14446,3.32818
03.03.2022,0.75362,0.2712,0.13624,3.42155
04.03.2022,0.75823,0.27687,0.13189,3.3637
05.03.2022,0.78978,0.27537,0.12116,3.32511
06.03.2022,0.77688,0.26494,0.1103,3.23356
07.03.2022,0.743,0.26994,0.11993,3.21282
08.03.2022,0.74894,0.283,0.12739,3.18381
09.03.2022,0.71786,0.28706,0.13064,3.1206
10.03.2022,0.72286,0.28187,0.12513,3.24146
11.03.2022,0.70445,0.2862,0.1226,3.30826
12.03.2022,0.72157,0.2743,0.12229,3.35821
13.03.2022,0.70453,0.26938,0.11429,3.3236
14.03.2022,0.67647,0.26682,0.12258,3.10959
15.03.2022,0.68367,0.26954,0.12565,3.14389
16.03.2022,0.71232,0.27781,0.13318,3.34748
17.03.2022,0.73096,0.2751,0.12295,3.3529
18.03.2022,0.7826,0.2847,0.1229,3.28095
19.03.2022,0.78225,0.28234,0.11936,3.21778
20.03.2022,0.77008,0.27459,0.11289,3.13401
21.03.2022,0.75338,0.26708,0.11819,3.06796
22.03.2022,0.76421,0.2764,0.12106,3.11326
23.03.2022,0.75659,0.27405,0.1251,3.1
24.03.2022,0.77719,0.27703,0.1173,3.25701
25.03.2022,0.79009,0.28024,0.12112,3.34857
26.03.2022,0.78756,0.27229,0.11724,3.35
27.03.2022,0.7233,0.24954,0.10508,3.15721
28.03.2022,0.74409,0.25993,0.09641,3.25552
29.03.2022,0.74082,0.27356,0.09313,3.17422
30.03.2022,0.72744,0.27379,0.10374,3.2202
31.03.2022,0.73498,0.28358,0.10877,3.24508
01.04.2022,0.8551,0.31302,0.117,3.98623
02.04.2022,0.87729,0.30399,0.11835,3.58711
03.04.2022,0.87446,0.29033,0.1162,3.54259
04.04.2022,0.86071,0.28145,0.11549,3.54634
05.04.2022,0.84452,0.29276,0.11894,3.60709
06.04.2022,0.85597,0.29902,0.10994,3.74554
07.04.2022,0.84895,0.29679,0.11622,3.61169
08.04.2022,0.86724,0.30087,0.11118,3.71011
09.04.2022,0.87577,0.28966,0.12991,3.7346
10.04.2022,0.85321,0.28135,0.13125,3.88427
11.04.2022,0.84905,0.26906,0.12425,3.7329
12.04.2022,0.84356,0.27402,0.09264,3.66747
13.04.2022,0.84297,0.27909,0.07559,3.74668
14.04.2022,0.86483,0.2862,0.07855,3.83152
15.04.2022,0.86425,0.27885,0.07735,3.91023
16.04.2022,0.82515,0.26937,0.09679,3.67035
17.04.2022,0.83728,0.26595,0.12121,3.55127
18.04.2022,0.81491,0.2659,0.11597,3.4984
19.04.2022,0.79187,0.2638,0.0888,3.54584
20.04.2022,0.82196,0.28075,0.10083,3.69125
21.04.2022,0.84931,0.28177,0.10107,3.73422
22.04.2022,0.8504,0.28732,0.09693,3.67221
23.04.2022,0.84699,0.28635,0.09416,3.70346
24.04.2022,0.86406,0.27845,0.12019,3.71307
25.04.2022,0.84719,0.28818,0.12183,3.54886
26.04.2022,0.86773,0.28395,0.12045,3.54401
27.04.2022,0.85285,0.27954,0.10925,3.45867
28.04.2022,0.78981,0.27958,0.09846,3.29555
29.04.2022,0.80948,0.28739,0.09437,3.30234
30.04.2022,0.80749,0.28333,0.08057,3.3968
01.05.2022,0.78645,0.27742,0.08962,3.21669
02.05.2022,0.76306,0.28885,0.09336,3.08437
03.05.2022,0.74789,0.28814,0.07809,3.0552
04.05.2022,0.7743,0.29689,0.0862,3.08269
05.05.2022,0.79749,0.2999,0.09979,3.16645
06.05.2022,0.80684,0.31486,0.09908,3.29673
07.05.2022,0.80982,0.30905,0.07638,3.34564
08.05.2022,0.77736,0.28985,0.07484,3.25013
09.05.2022,0.73578,0.28624,0.05928,3.21608
10.05.2022,0.73882,0.29455,0.02417,3.4751
11.05.2022,0.71373,0.28522,0.02294,3.31719
12.05.2022,0.75249,0.28918,0.02418,3.37976
13.05.2022,0.7524,0.2927,0.05831,3.41871
14.05.2022,0.78104,0.29417,0.08437,3.51447
15.05.2022,0.75203,0.29028,0.07998,3.56943
16.05.2022,0.76596,0.28667,0.0776,3.58485
17.05.2022,0.81767,0.29394,0.10308,3.62765
18.05.2022,0.8125,0.28991,0.10198,3.58177
19.05.2022,0.82087,0.293,0.09637,3.52888
20.05.2022,0.82181,0.29409,0.0349,3.40074
21.05.2022,0.81887,0.2955,0.02312,3.50696
22.05.2022,0.81388,0.28629,0.02273,3.31629
23.05.2022,0.79836,0.27342,0.02214,3.26547
24.05.2022,0.82697,0.284,0.02339,3.22497
25.05.2022,0.84318,0.29812,0.02243,3.33133
26.05.2022,0.84036,0.29052,0.02143,3.45545
27.05.2022,0.82243,0.28021,0.02171,3.3735
28.05.2022,0.8444,0.27487,0.02106,3.2938
29.05.2022,0.82922,0.26714,0.02125,3.37379
30.05.2022,0.81025,0.26198,0.02069,3.29332
31.05.2022,0.80484,0.26707,0.02101,3.36569
01.06.2022,0.84077,0.26648,0.02112,3.68762
02.06.2022,0.86586,0.28842,0.02129,3.80596
03.06.2022,0.8696,0.28579,0.02095,3.92882
04.06.2022,0.87787,0.27589,0.02216,4.08358
05.06.2022,0.8471,0.26679,0.0219,4.14225
06.06.2022,0.83734,0.26342,0.02233,4.10913
07.06.2022,0.81739,0.26287,0.02305,3.99721
08.06.2022,0.835,0.27235,0.02155,4.0609
09.06.2022,0.84436,0.2702,0.02583,3.99264
10.06.2022,0.86293,0.27108,0.02504,4.06113
11.06.2022,0.85563,0.27449,0.02433,4.10668
12.06.2022,0.83572,0.25296,0.0249,4.14261
13.06.2022,0.8129,0.25175,0.02347,4.0641
14.06.2022,0.80485,0.27219,0.0237,3.96489
15.06.2022,0.81168,0.27529,0.02435,3.82539
16.06.2022,0.8326,0.27445,0.02262,3.72514
17.06.2022,0.85126,0.27116,0.02244,3.75535
18.06.2022,0.84593,0.27759,0.02181,3.77196
19.06.2022,0.81378,0.26744,0.02397,3.78047
20.06.2022,0.79916,0.26295,0.02321,3.76941
21.06.2022,0.81756,0.26087,0.02325,3.7721
22.06.2022,0.81933,0.26694,0.023,3.6344
23.06.2022,0.83848,0.29152,0.02132,3.69734
24.06.2022,0.84527,0.28478,0.01941,3.79589
25.06.2022,0.86109,0.28369,0.02025,3.8605
26.06.2022,0.81779,0.26475,0.01781,3.73859
27.06.2022,0.79783,0.24851,0.01863,3.76378
28.06.2022,0.81845,0.25705,0.01878,3.85039
29.06.2022,0.83446,0.26994,0.02036,3.8613
30.06.2022,0.82286,0.27128,0.02151,3.89478
01.07.2022,0.8119,0.26877,0.02059,3.79796
02.07.2022,0.83092,0.27094,0.02211,3.76108
03.07.2022,0.80114,0.24317,0.02127,3.73218
04.07.2022,0.78705,0.23654,0.01984,3.61541
05.07.2022,0.79649,0.25547,0.02022,3.66509
06.07.2022,0.8085,0.24531,0.02196,3.71905
07.07.2022,0.78926,0.24895,0.02129,3.81548
08.07.2022,0.82688,0.25709,0.0215,3.80997
09.07.2022,0.824,0.25654,0.01934,3.98187
10.07.2022,0.79962,0.24386,0.02047,4.02326
11.07.2022,0.79197,0.24159,0.02201,3.82935
12.07.2022,0.77785,0.25657,0.02191,3.75837
13.07.2022,0.79424,0.25231,0.02364,3.93229
14.07.2022,0.80923,0.2516,0.02761,3.88982
15.07.2022,0.82113,0.25806,0.05782,3.88119
16.07.2022,0.82045,0.24892,0.08964,3.87622
17.07.2022,0.80998,0.23297,0.07592,4.05188
18.07.2022,0.78962,0.22831,0.07357,3.85168
19.07.2022,0.79217,0.23157,0.06812,3.86184
20.07.2022,0.79785,0.22926,0.07549,3.88975
21.07.2022,0.82436,0.25203,0.07816,3.91437
22.07.2022,0.82447,0.25758,0.07644,3.9171
23.07.2022,0.82775,0.24114,0.07233,4.01698
24.07.2022,0.82184,0.23034,0.07273,3.95732
25.07.2022,0.79287,0.22113,0.06916,3.78763
26.07.2022,0.78368,0.22634,0.06144,3.82873
27.07.2022,0.79767,0.22984,0.05547,3.88114
28.07.2022,0.8113,0.20988,0.05297,3.82782
29.07.2022,0.80158,0.21871,0.05862,3.64113
30.07.2022,0.8093,0.22879,0.05792,3.70148
31.07.2022,0.78828,0.21318,0.05416,3.69866
01.08.2022,0.75699,0.21521,0.05245,3.84938
02.08.2022,0.73341,0.21509,0.05935,3.78169
03.08.2022,0.74717,0.22521,0.05778,3.63811
04.08.2022,0.7401,0.22983,0.0553,3.40767
05.08.2022,0.77964,0.22944,0.05746,3.11536
06.08.2022,0.78233,0.23946,0.0601,3.16735
07.08.2022,0.77584,0.23191,0.0653,3.29349
08.08.2022,0.76609,0.21932,0.05299,3.24214
09.08.2022,0.76398,0.23134,0.03503,3.23479
10.08.2022,0.77198,0.23931,0.0334,3.13187
11.08.2022,0.76431,0.25537,0.031,3.0853
12.08.2022,0.76189,0.25708,0.03858,2.97512
13.08.2022,0.76918,0.25933,0.05255,2.96318
14.08.2022,0.75903,0.24825,0.04452,2.96078
15.08.2022,0.75353,0.23087,0.04582,2.8884
16.08.2022,0.73812,0.24978,0.07876,2.88423
17.08.2022,0.74633,0.25908,0.0929,2.91616
18.08.2022,0.77019,0.25135,0.02548,2.93595
19.08.2022,0.79258,0.25453,0.02106,2.90548
20.08.2022,0.80823,0.24411,0.02098,2.98576
21.08.2022,0.78327,0.22592,0.02159,2.96328
22.08.2022,0.76109,0.22729,0.02229,3.02496
23.08.2022,0.75455,0.23259,0.02212,3.02134
24.08.2022,0.76486,0.24287,0.02359,3.05676
25.08.2022,0.7791,0.24544,0.02389,3.06457
26.08.2022,0.78395,0.24653,0.02174,3.15535
27.08.2022,0.7763,0.25706,0.02268,3.23479
28.08.2022,0.77355,0.24252,0.02147,3.27074
29.08.2022,0.76816,0.23075,0.02247,3.33254
30.08.2022,0.76702,0.23754,0.02261,3.39345
31.08.2022,0.77286,0.24853,0.02291,3.39117
01.09.2022,0.78982,0.27745,0.02379,3.76651
02.09.2022,0.78422,0.27782,0.02254,3.92177
03.09.2022,0.78371,0.28724,0.02094,3.99908
04.09.2022,0.76868,0.28054,0.02034,3.92067
05.09.2022,0.74679,0.26821,0.02,3.86055
06.09.2022,0.75161,0.27118,0.02083,3.95367
07.09.2022,0.75345,0.27555,0.02216,4.0369
08.09.2022,0.76474,0.29441,0.02235,4.16591
09.09.2022,0.7834,0.29076,0.02133,4.21085
10.09.2022,0.78953,0.27716,0.02104,4.2823
11.09.2022,0.77786,0.25491,0.02151,4.18484
12.09.2022,0.76622,0.24988,0.0215,4.11363
13.09.2022,0.76171,0.27037,0.02209,4.23174
14.09.2022,0.76243,0.26921,0.02401,4.30988
15.09.2022,0.77072,0.28286,0.02446,4.30582
16.09.2022,0.807,0.29164,0.02158,4.35101
17.09.2022,0.81104,0.27998,0.01935,4.46978
18.09.2022,0.79687,0.25358,0.02079,4.4694
19.09.2022,0.72148,0.24814,0.02167,4.19187
20.09.2022,0.72182,0.2606,0.0264,4.19851
21.09.2022,0.78222,0.27291,0.02791,4.16659
22.09.2022,0.80726,0.25881,0.02863,4.13026
23.09.2022,0.81666,0.26546,0.02663,4.11728
24.09.2022,0.82145,0.26554,0.02383,4.27613
25.09.2022,0.83138,0.26949,0.02406,4.32809
26.09.2022,0.80813,0.25862,0.02448,4.02706
27.09.2022,0.8002,0.26802,0.02661,3.94821
28.09.2022,0.80373,0.2719,0.02594,3.68428
29.09.2022,0.80394,0.26352,0.02305,3.98448
30.09.2022,0.82301,0.25105,0.02513,4.14152
01.10.2022,0.83144,0.27168,0.02994,3.93351
02.10.2022,0.82174,0.26069,0.02971,3.89635
03.10.2022,0.79425,0.26401,0.02896,3.88588
04.10.2022,0.81915,0.28336,0.03034,3.95506
05.10.2022,0.80918,0.28676,0.03038,4.11337
06.10.2022,0.79441,0.29223,0.02961,4.082
07.10.2022,0.8223,0.30084,0.08678,4.08137
08.10.2022,0.81961,0.3089,0.09133,4.2051
09.10.2022,0.8365,0.31169,0.11353,4.36815
10.10.2022,0.80363,0.29962,0.09534,4.35453
11.10.2022,0.78901,0.30847,0.10911,4.32176
12.10.2022,0.76832,0.32096,0.09859,4.42379
13.10.2022,0.80265,0.32134,0.12052,4.40941
14.10.2022,0.834,0.31289,0.09662,4.51839
15.10.2022,0.83188,0.32169,0.08466,4.61605
16.10.2022,0.81385,0.30178,0.07547,4.39891
17.10.2022,0.77769,0.29556,0.07337,4.45443
18.10.2022,0.77987,0.31272,0.08672,4.41835
19.10.2022,0.78913,0.32382,0.12571,4.1939
20.10.2022,0.82247,0.32914,0.08712,4.05734
21.10.2022,0.84075,0.32634,0.08221,4.0347
22.10.2022,0.83335,0.33187,0.08484,4.09042
23.10.2022,0.82195,0.3301,0.08656,4.02032
24.10.2022,0.81081,0.3097,0.0843,3.71184
25.10.2022,0.77053,0.32255,0.10338,3.42427
26.10.2022,0.75484,0.31307,0.09941,3.70114
27.10.2022,0.75131,0.31572,0.0952,3.90268
28.10.2022,0.84764,0.31847,0.08652,3.88523
29.10.2022,0.83561,0.32171,0.08605,4.09817
30.10.2022,0.87569,0.31137,0.08997,4.29134
31.10.2022,0.80706,0.29636,0.10323,3.90191
01.11.2022,0.80849,0.30143,0.09988,4.22864
02.11.2022,0.8271,0.29683,0.12239,4.33339
03.11.2022,0.83582,0.31383,0.13464,4.47267
04.11.2022,0.84758,0.32693,0.14094,4.46763
05.11.2022,0.86472,0.32402,0.13829,4.49406
06.11.2022,0.83539,0.32208,0.1429,4.21346
07.11.2022,0.8255,0.28266,0.13636,4.28406
08.11.2022,0.83433,0.28422,0.11741,4.5057
09.11.2022,0.81728,0.30485,0.09328,4.49032
10.11.2022,0.8354,0.3104,0.13126,4.58902
11.11.2022,0.8377,0.3102,0.1234,4.52847
12.11.2022,0.84314,0.31287,0.13171,4.54344
13.11.2022,0.81631,0.29931,0.13831,4.5523
14.11.2022,0.79806,0.30277,0.14188,4.55641
15.11.2022,0.81305,0.31548,0.1317,4.51686
16.11.2022,0.83145,0.31919,0.13916,4.44933
17.11.2022,0.83762,0.31628,0.12015,4.41052
18.11.2022,0.84011,0.32012,0.14015,4.48026
19.11.2022,0.86473,0.31695,0.14062,4.44782
20.11.2022,0.83993,0.30888,0.1427,4.22237
21.11.2022,0.81566,0.29832,0.14416,4.29811
22.11.2022,0.81751,0.30302,0.14089,4.22356
23.11.2022,0.82396,0.31374,0.14366,4.23647
24.11.2022,0.84122,0.32543,0.14459,4.1971
25.11.2022,0.83689,0.33792,0.14274,4.17632
26.11.2022,0.83311,0.33754,0.14733,4.33678
27.11.2022,0.83987,0.32828,0.14424,4.19319
28.11.2022,0.80274,0.31339,0.13792,4.25375
29.11.2022,0.81061,0.31708,0.13392,4.34744
30.11.2022,0.82601,0.32246,0.14212,4.30609
01.12.2022,0.82722,0.31963,0.14089,6.16322
02.12.2022,0.83101,0.3318,0.14275,6.02521
03.12.2022,0.82549,0.32932,0.13627,5.86682
04.12.2022,0.82845,0.32443,0.14484,5.59339
05.12.2022,0.79496,0.31993,0.14174,5.68567
06.12.2022,0.82236,0.33869,0.1427,5.86347
07.12.2022,0.80177,0.34829,0.14096,6.04127
08.12.2022,0.80838,0.35265,0.13587,5.84889
09.12.2022,0.80347,0.32633,0.13508,5.78406
10.12.2022,0.8231,0.32369,0.1354,6.07207
11.12.2022,0.83849,0.32272,0.06968,6.08534
12.12.2022,0.8133,0.30724,0.13018,5.93987
13.12.2022,0.80331,0.31738,0.14089,5.85264
14.12.2022,0.80783,0.31422,0.14093,5.92004
15.12.2022,0.8291,0.32058,0.1439,5.95772
16.12.2022,0.83203,0.32898,0.1352,5.88012
17.12.2022,0.84126,0.32911,0.13458,5.90523
18.12.2022,0.83516,0.31706,0.1375,5.93374
19.12.2022,0.814,0.31718,0.14219,5.83101
20.12.2022,0.81098,0.3433,0.13069,5.81231
21.12.2022,0.8073,0.35588,0.14003,5.62798
22.12.2022,0.81441,0.35445,0.13741,5.9816
23.12.2022,0.82997,0.3438,0.1359,5.84188
24.12.2022,0.84537,0.32556,0.12666,5.92331
25.12.2022,0.82465,0.32288,0.13891,6.03384
26.12.2022,0.80783,0.30882,0.14286,6.01874
27.12.2022,0.80628,0.31341,0.14388,5.89858
28.12.2022,0.83311,0.32496,0.14237,5.8099
29.12.2022,0.84248,0.33242,0.14192,5.81049
30.12.2022,0.84934,0.32862,0.1379,5.73232
31.12.2022,0.81888,0.31269,0.13245,6.00669